Name	Source	function
Sobic.008G1334003	defLine	similar to UNC93, putative, expressed
Sobic.008G1334004	defLine	similar to UNC93, putative, expressed
Sobic.008G1334005	defLine	similar to UNC93, putative, expressed
Sobic.008G1334006	defLine	similar to UNC93, putative, expressed
Sobic.008G1334007	defLine	similar to UNC93, putative, expressed
Sobic.008G1334008	defLine	similar to UNC93, putative, expressed
Sobic.008G1334009	defLine	similar to UNC93, putative, expressed
Sobic.008G133400	defLine	similar to UNC93, putative, expressed
Sobic.008G1334000	defLine	similar to UNC93, putative, expressed
Sobic.008G1334001	defLine	similar to UNC93, putative, expressed
Sobic.008G1334002	defLine	similar to UNC93, putative, expressed
Sobic.008G1334003	defLine	similar to UNC93, putative, expressed
Sobic.008G1334004	defLine	similar to UNC93, putative, expressed
Sobic.008G1334005	defLine	similar to UNC93, putative, expressed
Sobic.008G1334006	defLine	similar to UNC93, putative, expressed
Sobic.008G1334007	defLine	similar to UNC93, putative, expressed
Sobic.008G133400	defLine	similar to UNC93, putative, expressed
Sobic.008G133600	defLine	similar to Putative diaminopimelate epimerase, chloroplast precursor
Sobic.008G133700	defLine	similar to Myb-related protein MYBAS2
Sobic.008G134700	defLine	similar to Putative uncharacterized protein OSJNBa0007A06.3
Sobic.008G134800	defLine	similar to Os01g0102600 protein
Sobic.008G135000	defLine	similar to 60S ribosomal protein L8-1
Sobic.008G135100	defLine	similar to Expressed protein
Sobic.008G135200	defLine	similar to Importin-beta2
Sobic.008G135300	defLine	similar to Thaumatin family protein, expressed
Sobic.008G135500	defLine	similar to Putative uncharacterized protein
Sobic.008G135600	defLine	similar to Thaumatin-like cytokinin-binding protein, putative, expressed
Sobic.008G135800	defLine	similar to Lipase-like
Sobic.008G136000	defLine	similar to Heat shock cognate 70 kDa protein 2
Sobic.008G136100	defLine	similar to Dof domain, zinc finger family protein, expressed
Sobic.008G136500	defLine	similar to Putative uncharacterized protein
Sobic.008G136700	defLine	similar to Expressed protein
Sobic.008G136900	defLine	similar to Expressed protein
Sobic.008G137500	defLine	similar to Protein rough sheath 2
Sobic.008G137800	defLine	similar to Os12g0490000 protein
Sobic.008G138000	defLine	weakly similar to XH domain containing protein, expressed
Sobic.008G138100	defLine	similar to Exostosin family protein, expressed
Sobic.008G138200	defLine	similar to RNA recognition motif family protein
Sobic.008G138300	defLine	Predicted protein
Sobic.008G138400	defLine	Predicted protein
Sobic.008G138600	defLine	similar to GRAS family transcription factor containing protein, expressed
Sobic.008G139000	defLine	weakly similar to Putative uncharacterized protein
Sobic.008G139500	defLine	similar to Amino acid transporter family protein, putative, expressed
Sobic.008G139600	defLine	similar to Os12g0574700 protein
Sobic.008G139700	defLine	similar to Os12g0574800 protein
Sobic.008G140100	defLine	similar to Os12g0576600 protein
Sobic.008G140200	defLine	similar to Expressed protein
Sobic.008G140300	defLine	similar to Os12g0576600 protein
Sobic.008G140400	defLine	similar to Diacylglycerol kinase 1, putative, expressed
Sobic.008G140500	defLine	weakly similar to Putative uncharacterized protein P0031G09.3
Sobic.008G140600	defLine	weakly similar to Os12g0577000 protein
Sobic.008G140800	defLine	similar to Expressed protein
Sobic.008G140900	defLine	similar to B0809H07.3 protein
Sobic.008G141200	defLine	similar to Expressed protein
Sobic.008G141300	defLine	similar to Os12g0577700 protein
Sobic.008G141400	defLine	weakly similar to Expressed protein
Sobic.008G141600	defLine	weakly similar to Expressed protein
Sobic.008G141700	defLine	similar to Heparanase-like protein 2, putative, expressed
Sobic.008G141800	defLine	similar to Glycosyl transferase family 8 protein, expressed
Sobic.008G142000	defLine	similar to Expressed protein
Sobic.008G142600	defLine	similar to Putative uncharacterized protein
Sobic.008G142700	defLine	similar to Expressed protein
Sobic.008G142900	defLine	similar to Os12g0580600 protein
Sobic.008G143000	defLine	similar to Os12g0580600 protein
Sobic.008G143100	defLine	weakly similar to Zinc finger, C3HC4 type family protein, expressed
Sobic.008G143700	defLine	similar to Metal transporter Nramp2, putative, expressed
Sobic.008G143800	defLine	similar to Cyclin-A3-2
Sobic.008G144000	defLine	similar to Cytochrome P450 family protein, expressed
Sobic.008G144300	defLine	similar to Cytochrome P450 family protein, expressed
Sobic.008G144500	defLine	weakly similar to Zinc finger transcription factor ZFP2
Sobic.008G144800	defLine	similar to Serine hydroxymethyltransferase
Sobic.008G144900	defLine	similar to Early-responsive to dehydration protein, putative, expressed
Sobic.008G145100	defLine	similar to Glycosyl transferase, group 1 family protein, expressed
Sobic.008G145200	defLine	similar to Eukaryotic aspartyl protease family protein, expressed
Sobic.008G145300	defLine	similar to Transposon protein, putative, Mutator sub-class, expressed
Sobic.008G145800	defLine	similar to Xanthine/uracil permease family protein, expressed
Sobic.008G145900	defLine	similar to Putative uncharacterized protein
Sobic.008G146100	defLine	similar to Os01g0744300 protein
Sobic.008G146700	defLine	similar to Endo-beta-1,3-glucanase
Sobic.008G146900	defLine	similar to Leucine Rich Repeat family protein, expressed
Sobic.008G147000	defLine	similar to Serine/threonine-protein kinase SAPK9
Sobic.008G147200	defLine	similar to Expressed protein
Sobic.008G147300	defLine	similar to Calcium-transporting ATPase 1, plasma membrane-type (EC 3.6.3.8) (Ca(2+)-ATPase isoform 1)
Sobic.008G147500	defLine	similar to Cyclin-D5-2
Sobic.008G147700	defLine	similar to Expressed protein
Sobic.008G147800	defLine	similar to Helix-loop-helix DNA-binding domain containing protein
Sobic.008G147900	defLine	similar to Adenine phosphoribosyltransferase 1, putative, expressed
Sobic.008G148200	defLine	Predicted protein
Sobic.008G148300	defLine	Predicted protein
Sobic.008G148400	defLine	similar to DNA-binding protein DSP1
Sobic.008G148500	defLine	similar to Expressed protein
Sobic.008G149000	defLine	similar to Putative uncharacterized protein
Sobic.008G149100	defLine	similar to B3 DNA binding domain containing protein, expressed
Sobic.008G149200	defLine	similar to Putative uncharacterized protein
Sobic.008G149300	defLine	similar to B3 DNA binding domain containing protein, expressed
Sobic.008G149400	defLine	similar to B3 DNA binding domain containing protein, expressed
Sobic.008G149800	defLine	similar to Probable histone acetyltransferase HAC-like 3
Sobic.008G149900	defLine	weakly similar to Expressed protein
Sobic.008G150000	defLine	similar to Extra-large guanine nucleotide binding protein, putative, expressed
Sobic.008G150150	defLine	similar to Putative uncharacterized protein
Sobic.008G150200	defLine	similar to Os02g0304800 protein
Sobic.008G150300	defLine	similar to Os01g0664500 protein
Sobic.008G150700	defLine	similar to Os12g0594200 protein
Sobic.008G150800	defLine	weakly similar to Putative uncharacterized protein
Sobic.008G151000	defLine	similar to H0117D06-OSIGBa0088B06.1 protein
Sobic.008G151300	defLine	similar to Expressed protein
Sobic.008G151366	defLine	similar to Putative uncharacterized protein
Sobic.008G151500	defLine	similar to Os12g0595000 protein
Sobic.008G151600	defLine	similar to Expressed protein
Sobic.008G151900	defLine	similar to Expressed protein
Sobic.008G152000	defLine	similar to Lipoate-protein ligase B containing protein, expressed
Sobic.008G152300	defLine	similar to Putative uncharacterized protein OSJNBa0041P03.7
Sobic.008G152600	defLine	similar to LIM domain-containing protein, putative, expressed
Sobic.008G152700	defLine	similar to Expressed protein
Sobic.008G153200	defLine	similar to Expressed protein
Sobic.008G153300	defLine	weakly similar to Os02g0688800 protein
Sobic.008G153400	defLine	similar to Amidase, hydantoinase/carbamoylase family protein, expressed
Sobic.008G153600	defLine	similar to WRKY DNA binding domain containing protein, expressed
Sobic.008G153900	defLine	Predicted protein
Sobic.008G154100	defLine	Predicted protein
Sobic.008G154200	defLine	Predicted protein
Sobic.008G154400	defLine	similar to Putative uncharacterized protein
Sobic.008G154500	defLine	weakly similar to Expressed protein
Sobic.008G154600	defLine	weakly similar to Pectinesterase inhibitor domain containing protein, expressed
Sobic.008G154700	defLine	similar to Expressed protein
Sobic.008G154900	defLine	similar to Expressed protein
Sobic.008G155000	defLine	Predicted protein
Sobic.008G155400	defLine	Predicted protein
Sobic.008G155900	defLine	similar to Putative uncharacterized protein
Sobic.008G156200	defLine	similar to Zinc finger, C3HC4 type family protein, expressed
Sobic.008G156300	defLine	similar to Pyridoxal kinase
Sobic.008G156400	defLine	similar to Expressed protein
Sobic.008G156500	defLine	weakly similar to Putative uncharacterized protein
Sobic.008G156600	defLine	similar to Leucine Rich Repeat family protein, expressed
Sobic.008G156900	defLine	similar to Auxin-responsive protein IAA30
Sobic.008G157000	defLine	similar to Auxin-responsive protein IAA31
Sobic.008G157100	defLine	similar to BZIP transcription factor family protein, expressed
Sobic.008G157200	defLine	similar to H+-translocating pyrophosphatase
Sobic.008G157400	defLine	weakly similar to Putative uncharacterized protein
Sobic.008G157500	defLine	Predicted protein
Sobic.008G157600	defLine	Predicted protein
Sobic.008G157700	defLine	Predicted protein
Sobic.008G157800	defLine	Predicted protein
Sobic.008G157900	defLine	similar to Lipoxygenase
Sobic.008G158000	defLine	weakly similar to Putative uncharacterized protein
Sobic.008G158100	defLine	similar to Protein kinase domain containing protein, expressed
Sobic.008G158900	defLine	similar to Putative uncharacterized protein
Sobic.008G159100	defLine	similar to Calmodulin-2
Sobic.008G160000	defLine	similar to Tetratricopeptide repeat protein, putative, expressed
Sobic.008G160200	defLine	similar to Cyclin-A3-1
Sobic.008G160400	defLine	similar to Expressed protein
Sobic.008G160500	defLine	similar to Tesmin/TSO1-like CXC domain containing protein, expressed
Sobic.008G160600	defLine	similar to Tesmin/TSO1-like CXC domain containing protein, expressed
Sobic.008G160700	defLine	similar to Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial precursor
Sobic.008G161000	defLine	similar to Putative uncharacterized protein
Sobic.008G161700	defLine	similar to Homocysteine S-methyltransferase 2
Sobic.008G161800	defLine	similar to OSJNBa0058G03.7 protein
Sobic.008G161900	defLine	similar to Protein kinase domain containing protein, expressed
Sobic.008G162100	defLine	similar to Putative uncharacterized protein
Sobic.008G162201	defLine	similar to Putative uncharacterized protein
Sobic.008G162700	defLine	similar to Sterol desaturase family protein, expressed
Sobic.008G162900	defLine	similar to Putative peroxisome assembly protein 2
Sobic.008G163000	defLine	similar to Expressed protein
Sobic.008G163300	defLine	similar to Protein kinase domain containing protein, expressed
Sobic.008G163400	defLine	similar to Pentatricopeptide, putative, expressed
Sobic.008G163500	defLine	similar to Transducin family protein, putative, expressed
Sobic.008G163700	defLine	similar to Helix-loop-helix DNA-binding domain containing protein, expressed
Sobic.008G163800	defLine	similar to Putative uncharacterized protein
Sobic.008G164000	defLine	Predicted protein
Sobic.008G164600	defLine	similar to Expressed protein
Sobic.008G164900	defLine	similar to Plant integral membrane protein TIGR01569 containing protein, expressed
Sobic.008G165100	defLine	similar to G-patch domain containing protein, expressed
Sobic.008G165200	defLine	Predicted protein
Sobic.008G165300	defLine	similar to Putative uncharacterized protein
Sobic.008G165700	defLine	weakly similar to Putative uncharacterized protein
Sobic.008G165800	defLine	similar to Putative receptor protein kinase PERK
Sobic.008G165900	defLine	similar to DEAD-box ATP-dependent RNA helicase 9
Sobic.008G166100	defLine	similar to Glycosyl transferase family 17 protein, putative, expressed
Sobic.008G166200	defLine	Predicted protein
Sobic.008G166300	defLine	similar to ReMembR-H2 protein JR702, putative, expressed
Sobic.008G167000	defLine	Predicted protein
Sobic.008G167100	defLine	similar to Cycloartenol synthase, putative, expressed
Sobic.008G167400	defLine	similar to Putative uncharacterized protein
Sobic.008G167600	defLine	similar to VTC2, putative, expressed
Sobic.008G167700	defLine	similar to WPP domain associated protein, putative, expressed
Sobic.008G167800	defLine	similar to DNAJ heat shock N-terminal domain-containing protein, putative, expressed
Sobic.008G168000	defLine	similar to Modification methylase, HemK family protein, expressed
Sobic.008G168100	defLine	similar to Class III HD-Zip protein 4, putative, expressed
Sobic.008G168200	defLine	similar to Putative uncharacterized protein At5g58920/k19m22_120
Sobic.008G168300	defLine	similar to CCAAT-box transcription factor complex WHAP5, putative, expressed
Sobic.008G168400	defLine	weakly similar to Putative uncharacterized protein
Sobic.008G168500	defLine	similar to Amino acid permease family protein
Sobic.008G168700	defLine	Predicted protein
Sobic.008G168800	defLine	weakly similar to 32 kDa protein
Sobic.008G168866	defLine	Predicted protein
Sobic.008G169200	defLine	weakly similar to SRP40, C-terminal domain containing protein, expressed
Sobic.008G169300	defLine	similar to Remorin, C-terminal region family protein, expressed
Sobic.008G169400	defLine	similar to Auxin response factor 25
Sobic.008G170400	defLine	Predicted protein
Sobic.008G170500	defLine	similar to Barren inflorescence2
Sobic.008G170600	defLine	similar to Putative uncharacterized protein OSJNBb0061M13.9
Sobic.008G171100	defLine	similar to GDSL-motif lipase/hydrolase-like
Sobic.008G171200	defLine	similar to Protein kinase domain containing protein, expressed
Sobic.008G171300	defLine	similar to 37kDa chloroplast inner envelope membrane polypeptide
